,加权利率,品种,品种2,日期,时间,最新利率
503,1.3008,DR001,1,09-27,10:45,1.3200
504,2.5227,DR007,1,09-27,10:45,2.7500
505,2.9561,DR014,1,09-27,10:45,3.0000
506,3.0583,DR021,1,09-27,10:45,2.8500
507,1.3249,DIBO001,0,09-27,11:00,1.3100
508,2.1500,DIBO007,0,09-27,11:00,3.1500
509,3.0843,DIBO014,0,09-27,11:00,3.0000
510,3.2224,DIBO021,0,09-27,11:00,3.6000
511,3.7899,DIBO2M,0,09-27,11:00,3.9000
512,3.0200,DIBO4M,0,09-27,11:00,3.0200
513,3.0367,DIBO014,0,09-24,17:00,3.3000
514,1.3005,DR001,1,09-27,11:00,1.3000
515,2.3453,DR007,1,09-27,11:00,2.6300
516,2.9584,DR014,1,09-27,11:00,2.9200
517,3.0076,DR021,1,09-27,11:00,3.1000
518,1.3219,DIBO001,0,09-27,11:15,1.3130
519,2.5007,DIBO007,0,09-27,11:15,2.7000
520,3.0342,DIBO014,0,09-27,11:15,3.0000
521,3.2224,DIBO021,0,09-27,11:15,3.6000
522,3.1000,DIBO1M,0,09-27,11:15,3.1000
523,3.7036,DIBO2M,0,09-27,11:15,3.5500
524,3.2380,DIBO021,0,09-24,17:00,3.1300
525,3.0200,DIBO4M,0,09-27,11:15,3.0200
526,1.2987,DR001,1,09-27,11:15,1.3100
527,2.4301,DR007,1,09-27,11:15,2.5800
528,2.9612,DR014,1,09-27,11:15,3.0000
529,2.9405,DR021,1,09-27,11:15,3.0000
530,2.8500,DR1M,1,09-27,11:15,2.8500
531,1.3232,DIBO001,0,09-27,11:30,1.3100
532,2.3699,DIBO007,0,09-27,11:30,2.0000
533,3.0313,DIBO014,0,09-27,11:30,2.9800
534,3.1856,DIBO021,0,09-27,11:30,2.9000
535,3.6136,DIBO1M,0,09-24,17:00,4.5500
536,3.1000,DIBO1M,0,09-27,11:30,3.1000
537,3.7036,DIBO2M,0,09-27,11:30,3.5500
538,3.0200,DIBO4M,0,09-27,11:30,3.0200
539,1.2991,DR001,1,09-27,11:30,1.3000
540,2.4382,DR007,1,09-27,11:30,2.4400
541,2.9667,DR014,1,09-27,11:30,3.0300
542,2.9410,DR021,1,09-27,11:30,2.9000
543,2.8500,DR1M,1,09-27,11:30,2.8500
544,2.8500,DR2M,1,09-27,11:30,2.8500
545,1.3258,DIBO001,0,09-27,11:45,1.3600
546,3.5068,DIBO2M,0,09-24,17:00,3.3000
547,2.2762,DIBO007,0,09-27,11:45,1.3130
548,3.0348,DIBO014,0,09-27,11:45,3.1000
549,3.1856,DIBO021,0,09-27,11:45,2.9000
550,3.2818,DIBO1M,0,09-27,11:45,3.5000
551,3.7036,DIBO2M,0,09-27,11:45,3.5500
552,3.0200,DIBO4M,0,09-27,11:45,3.0200
553,1.2982,DR001,1,09-27,11:45,1.3100
554,2.4208,DR007,1,09-27,11:45,1.3100
555,2.9698,DR014,1,09-27,11:45,3.0000
556,2.9344,DR021,1,09-27,11:45,2.8000
557,3.5000,DR6M,1,09-24,17:00,3.5000
558,3.6776,DIBO3M,0,09-24,17:00,3.5500
559,2.9001,DR1M,1,09-27,11:45,2.9500
560,2.8500,DR2M,1,09-27,11:45,2.8500
561,1.3258,DIBO001,0,09-27,12:00,1.3600
562,2.2554,DIBO007,0,09-27,12:00,1.5000
563,3.0312,DIBO014,0,09-27,12:00,3.0000
564,3.1856,DIBO021,0,09-27,12:00,2.9000
565,3.7400,DIBO1M,0,09-27,12:00,4.3000
566,3.7036,DIBO2M,0,09-27,12:00,3.5500
567,3.0200,DIBO4M,0,09-27,12:00,3.0200
568,1.2987,DR001,1,09-27,12:00,1.3000
569,3.0480,DIBO1Y,0,09-24,17:00,3.0480
570,2.4111,DR007,1,09-27,12:00,2.4400
571,2.9704,DR014,1,09-27,12:00,2.9800
572,2.9344,DR021,1,09-27,12:00,2.8000
573,2.9001,DR1M,1,09-27,12:00,2.9500
574,2.8500,DR2M,1,09-27,12:00,2.8500
575,1.3258,DIBO001,0,09-27,12:00,1.3600
576,2.2554,DIBO007,0,09-27,12:00,1.5000
577,3.0312,DIBO014,0,09-27,12:00,3.0000
578,3.1856,DIBO021,0,09-27,12:00,2.9000
579,3.7400,DIBO1M,0,09-27,12:00,4.3000
580,2.3484,DR001,1,09-24,17:00,2.3000
581,3.7036,DIBO2M,0,09-27,12:00,3.5500
582,3.0200,DIBO4M,0,09-27,12:00,3.0200
583,1.2987,DR001,1,09-27,12:00,1.3000
584,2.4111,DR007,1,09-27,12:00,2.4400
585,2.9704,DR014,1,09-27,12:00,2.9800
586,2.9344,DR021,1,09-27,12:00,2.8000
587,2.9001,DR1M,1,09-27,12:00,2.9500
588,2.8500,DR2M,1,09-27,12:00,2.8500
589,1.3258,DIBO001,0,09-27,12:00,1.3600
590,2.2554,DIBO007,0,09-27,12:00,1.5000
591,2.6040,DR007,1,09-24,17:00,2.3000
592,3.0312,DIBO014,0,09-27,12:00,3.0000
593,3.1856,DIBO021,0,09-27,12:00,2.9000
594,3.7400,DIBO1M,0,09-27,12:00,4.3000
595,3.7036,DIBO2M,0,09-27,12:00,3.5500
596,3.0200,DIBO4M,0,09-27,12:00,3.0200
597,1.2987,DR001,1,09-27,12:00,1.3000
598,2.4111,DR007,1,09-27,12:00,2.4400
599,2.9704,DR014,1,09-27,12:00,2.9800
600,2.9344,DR021,1,09-27,12:00,2.8000
601,2.9001,DR1M,1,09-27,12:00,2.9500
602,3.0069,DR014,1,09-24,17:00,3.0100
603,2.8500,DR2M,1,09-27,12:00,2.8500
604,1.3258,DIBO001,0,09-27,12:00,1.3600
605,2.2554,DIBO007,0,09-27,12:00,1.5000
606,3.0312,DIBO014,0,09-27,12:00,3.0000
607,3.1856,DIBO021,0,09-27,12:00,2.9000
608,3.7400,DIBO1M,0,09-27,12:00,4.3000
609,3.7036,DIBO2M,0,09-27,12:00,3.5500
610,3.0200,DIBO4M,0,09-27,12:00,3.0200
611,1.2987,DR001,1,09-27,12:00,1.3000
612,2.4111,DR007,1,09-27,12:00,2.4400
613,3.0077,DR021,1,09-24,17:00,2.9000
614,2.9704,DR014,1,09-27,12:00,2.9800
615,2.9344,DR021,1,09-27,12:00,2.8000
616,2.9001,DR1M,1,09-27,12:00,2.9500
617,2.8500,DR2M,1,09-27,12:00,2.8500
618,1.3258,DIBO001,0,09-27,12:00,1.3600
619,2.2554,DIBO007,0,09-27,12:00,1.5000
620,3.0312,DIBO014,0,09-27,12:00,3.0000
621,3.1856,DIBO021,0,09-27,12:00,2.9000
622,3.7400,DIBO1M,0,09-27,12:00,4.3000
623,3.7036,DIBO2M,0,09-27,12:00,3.5500
624,2.9912,DR1M,1,09-24,17:00,2.8000
625,3.0200,DIBO4M,0,09-27,12:00,3.0200
626,1.2987,DR001,1,09-27,12:00,1.3000
627,2.4111,DR007,1,09-27,12:00,2.4400
628,2.9704,DR014,1,09-27,12:00,2.9800
629,2.9344,DR021,1,09-27,12:00,2.8000
630,2.9001,DR1M,1,09-27,12:00,2.9500
631,2.8500,DR2M,1,09-27,12:00,2.8500
632,1.3258,DIBO001,0,09-27,12:00,1.3600
633,2.2554,DIBO007,0,09-27,12:00,1.5000
634,3.0312,DIBO014,0,09-27,12:00,3.0000
635,3.1137,DR2M,1,09-24,17:00,3.1000
636,3.1856,DIBO021,0,09-27,12:00,2.9000
637,3.7400,DIBO1M,0,09-27,12:00,4.3000
638,3.7036,DIBO2M,0,09-27,12:00,3.5500
639,3.0200,DIBO4M,0,09-27,12:00,3.0200
640,1.2987,DR001,1,09-27,12:00,1.3000
641,2.4111,DR007,1,09-27,12:00,2.4400
642,2.9704,DR014,1,09-27,12:00,2.9800
643,2.9344,DR021,1,09-27,12:00,2.8000
644,2.9001,DR1M,1,09-27,12:00,2.9500
645,2.8500,DR2M,1,09-27,12:00,2.8500
646,2.9703,DR3M,1,09-24,17:00,3.0000
647,1.3240,DIBO001,0,09-27,13:45,1.3130
648,2.1161,DIBO007,0,09-27,13:45,1.3130
649,3.0299,DIBO014,0,09-27,13:45,2.9500
650,3.1856,DIBO021,0,09-27,13:45,2.9000
651,3.7024,DIBO1M,0,09-27,13:45,2.9500
652,3.7036,DIBO2M,0,09-27,13:45,3.5500
653,3.0200,DIBO4M,0,09-27,13:45,3.0200
654,3.0000,DIBO9M,0,09-27,13:45,3.0000
655,1.2987,DR001,1,09-27,13:45,1.2300
656,2.3988,DR007,1,09-27,13:45,1.3100
657,3.5000,DR6M,1,09-24,17:00,3.5000
658,2.9714,DR014,1,09-27,13:45,2.9800
659,2.9344,DR021,1,09-27,13:45,2.8000
660,2.9001,DR1M,1,09-27,13:45,2.9500
661,2.8500,DR2M,1,09-27,13:45,2.8500
662,1.3235,DIBO001,0,09-27,14:00,1.3100
663,2.1662,DIBO007,0,09-27,14:00,2.8100
664,3.0292,DIBO014,0,09-27,14:00,2.7000
665,3.1856,DIBO021,0,09-27,14:00,2.9000
666,3.7024,DIBO1M,0,09-27,14:00,2.9500
667,3.7036,DIBO2M,0,09-27,14:00,3.5500
668,2.3753,DIBO001,0,09-24,17:00,2.3600
669,2.3753,DIBO001,0,09-24,17:00,2.3600
670,3.0200,DIBO4M,0,09-27,14:00,3.0200
671,3.0000,DIBO9M,0,09-27,14:00,3.0000
672,1.2987,DR001,1,09-27,14:00,1.3100
673,2.4007,DR007,1,09-27,14:00,2.4000
674,2.9714,DR014,1,09-27,14:00,2.9700
675,2.9344,DR021,1,09-27,14:00,2.8000
676,2.9001,DR1M,1,09-27,14:00,2.9500
677,2.8500,DR2M,1,09-27,14:00,2.8500
678,1.3234,DIBO001,0,09-27,14:15,1.3300
679,2.1662,DIBO007,0,09-27,14:15,2.8100
680,2.6220,DIBO007,0,09-24,17:00,3.2900
681,3.0292,DIBO014,0,09-27,14:15,2.7000
682,3.1609,DIBO021,0,09-27,14:15,3.1500
683,3.7024,DIBO1M,0,09-27,14:15,2.9500
684,3.7036,DIBO2M,0,09-27,14:15,3.5500
685,3.0200,DIBO4M,0,09-27,14:15,3.0200
686,3.0000,DIBO9M,0,09-27,14:15,3.0000
687,1.2986,DR001,1,09-27,14:15,1.3100
688,2.3979,DR007,1,09-27,14:15,1.6000
689,2.9707,DR014,1,09-27,14:15,3.0000
690,2.9344,DR021,1,09-27,14:15,2.8000
691,3.0367,DIBO014,0,09-24,17:00,3.3000
692,2.9001,DR1M,1,09-27,14:15,2.9500
693,2.8500,DR2M,1,09-27,14:15,2.8500
694,1.3233,DIBO001,0,09-27,14:30,1.3500
695,2.1201,DIBO007,0,09-27,14:30,1.3500
696,3.0290,DIBO014,0,09-27,14:30,2.9500
697,3.1609,DIBO021,0,09-27,14:30,3.1500
698,3.7024,DIBO1M,0,09-27,14:30,2.9500
699,3.7036,DIBO2M,0,09-27,14:30,3.5500
700,3.0200,DIBO4M,0,09-27,14:30,3.0200
701,3.0000,DIBO9M,0,09-27,14:30,3.0000
702,3.2380,DIBO021,0,09-24,17:00,3.1300
703,1.2977,DR001,1,09-27,14:30,1.3000
704,2.4010,DR007,1,09-27,14:30,2.4000
705,2.9706,DR014,1,09-27,14:30,3.1400
706,2.9344,DR021,1,09-27,14:30,2.8000
707,2.9001,DR1M,1,09-27,14:30,2.9500
708,2.8500,DR2M,1,09-27,14:30,2.8500
709,1.3233,DIBO001,0,09-27,14:45,1.3200
710,2.1144,DIBO007,0,09-27,14:45,3.5000
711,3.0290,DIBO014,0,09-27,14:45,2.9500
712,3.1609,DIBO021,0,09-27,14:45,3.1500
713,3.6136,DIBO1M,0,09-24,17:00,4.5500
714,3.3952,DIBO1M,0,09-27,14:45,2.7500
715,3.3255,DIBO2M,0,09-27,14:45,2.8000
716,3.0200,DIBO4M,0,09-27,14:45,3.0200
717,3.0000,DIBO9M,0,09-27,14:45,3.0000
718,1.2973,DR001,1,09-27,14:45,1.3000
719,2.3782,DR007,1,09-27,14:45,1.3500
720,2.9712,DR014,1,09-27,14:45,3.0000
721,2.9344,DR021,1,09-27,14:45,2.8000
722,2.9001,DR1M,1,09-27,14:45,2.9500
723,2.8500,DR2M,1,09-27,14:45,2.8500
724,3.5068,DIBO2M,0,09-24,17:00,3.3000
725,1.3224,DIBO001,0,09-27,15:00,1.3000
726,2.1102,DIBO007,0,09-27,15:00,1.4500
727,3.0297,DIBO014,0,09-27,15:00,2.5900
728,3.1609,DIBO021,0,09-27,15:00,3.1500
729,3.2744,DIBO1M,0,09-27,15:00,2.9000
730,3.3255,DIBO2M,0,09-27,15:00,2.8000
731,3.0200,DIBO4M,0,09-27,15:00,3.0200
732,3.0000,DIBO9M,0,09-27,15:00,3.0000
733,1.2968,DR001,1,09-27,15:00,1.3000
734,2.3840,DR007,1,09-27,15:00,2.6000
735,3.6776,DIBO3M,0,09-24,17:00,3.5500
736,2.9709,DR014,1,09-27,15:00,2.9500
737,2.9362,DR021,1,09-27,15:00,2.9400
738,2.9001,DR1M,1,09-27,15:00,2.9500
739,2.8500,DR2M,1,09-27,15:00,2.8500
740,1.3225,DIBO001,0,09-27,15:15,1.3300
741,2.1102,DIBO007,0,09-27,15:15,1.4500
742,3.0291,DIBO014,0,09-27,15:15,2.9500
743,3.1609,DIBO021,0,09-27,15:15,3.1500
744,3.2744,DIBO1M,0,09-27,15:15,2.9000
745,3.3255,DIBO2M,0,09-27,15:15,2.8000
746,3.0480,DIBO1Y,0,09-24,17:00,3.0480
747,3.0200,DIBO4M,0,09-27,15:15,3.0200
748,3.0000,DIBO9M,0,09-27,15:15,3.0000
749,1.2970,DR001,1,09-27,15:15,1.3000
750,2.3848,DR007,1,09-27,15:15,2.9000
751,2.9708,DR014,1,09-27,15:15,2.8500
752,2.9362,DR021,1,09-27,15:15,2.9400
753,2.9001,DR1M,1,09-27,15:15,2.9500
754,2.8500,DR2M,1,09-27,15:15,2.8500
755,1.3225,DIBO001,0,09-27,15:30,1.3130
756,2.1102,DIBO007,0,09-27,15:30,1.4500
757,2.3484,DR001,1,09-24,17:00,2.3000
758,3.0290,DIBO014,0,09-27,15:30,3.0000
759,3.1609,DIBO021,0,09-27,15:30,3.1500
760,3.2744,DIBO1M,0,09-27,15:30,2.9000
761,3.3255,DIBO2M,0,09-27,15:30,2.8000
762,3.0200,DIBO4M,0,09-27,15:30,3.0200
763,2.8160,DIBO6M,0,09-27,15:30,2.8160
764,3.0000,DIBO9M,0,09-27,15:30,3.0000
765,1.2972,DR001,1,09-27,15:30,1.4500
766,2.3862,DR007,1,09-27,15:30,3.1000
767,2.9708,DR014,1,09-27,15:30,2.9700
768,2.6040,DR007,1,09-24,17:00,2.3000
769,2.9406,DR021,1,09-27,15:30,3.0500
770,2.9001,DR1M,1,09-27,15:30,2.9500
771,2.8500,DR2M,1,09-27,15:30,2.8500
772,1.3230,DIBO001,0,09-27,15:45,1.3130
773,2.1102,DIBO007,0,09-27,15:45,1.4500
774,3.0287,DIBO014,0,09-27,15:45,2.9500
775,3.1609,DIBO021,0,09-27,15:45,3.1500
776,3.2686,DIBO1M,0,09-27,15:45,3.1500
777,3.2865,DIBO2M,0,09-27,15:45,3.1000
778,2.9557,DIBO4M,0,09-27,15:45,2.8160
779,2.6220,DIBO007,0,09-24,17:00,3.2900
780,3.0069,DR014,1,09-24,17:00,3.0100
781,2.8160,DIBO6M,0,09-27,15:45,2.8160
782,3.0000,DIBO9M,0,09-27,15:45,3.0000
783,1.2973,DR001,1,09-27,15:45,1.3500
784,2.3889,DR007,1,09-27,15:45,2.6000
785,2.9710,DR014,1,09-27,15:45,2.9700
786,2.9406,DR021,1,09-27,15:45,3.0500
787,2.9001,DR1M,1,09-27,15:45,2.9500
788,2.8500,DR2M,1,09-27,15:45,2.8500
789,2.9500,DR3M,1,09-27,15:45,2.9500
790,1.3216,DIBO001,0,09-27,16:00,1.3200
791,3.0077,DR021,1,09-24,17:00,2.9000
792,2.1102,DIBO007,0,09-27,16:00,1.4500
793,3.0251,DIBO014,0,09-27,16:00,2.9800
794,3.1609,DIBO021,0,09-27,16:00,3.1500
795,3.1708,DIBO1M,0,09-27,16:00,2.7500
796,3.1614,DIBO2M,0,09-27,16:00,2.8000
797,2.9557,DIBO4M,0,09-27,16:00,2.8160
798,2.8160,DIBO6M,0,09-27,16:00,2.8160
799,3.0000,DIBO9M,0,09-27,16:00,3.0000
800,1.2974,DR001,1,09-27,16:00,1.3000
801,2.3871,DR007,1,09-27,16:00,1.3000
802,2.9912,DR1M,1,09-24,17:00,2.8000
803,2.9710,DR014,1,09-27,16:00,2.9800
804,2.9406,DR021,1,09-27,16:00,3.0500
805,2.9001,DR1M,1,09-27,16:00,2.9500
806,2.8500,DR2M,1,09-27,16:00,2.8500
807,2.9500,DR3M,1,09-27,16:00,2.9500
808,1.3215,DIBO001,0,09-27,16:15,1.3000
809,2.1102,DIBO007,0,09-27,16:15,1.4500
810,3.0221,DIBO014,0,09-27,16:15,2.9800
811,3.1609,DIBO021,0,09-27,16:15,3.1500
812,3.1708,DIBO1M,0,09-27,16:15,2.7500
813,3.1137,DR2M,1,09-24,17:00,3.1000
814,3.1614,DIBO2M,0,09-27,16:15,2.8000
815,2.9557,DIBO4M,0,09-27,16:15,2.8160
816,2.8160,DIBO6M,0,09-27,16:15,2.8160
817,3.0000,DIBO9M,0,09-27,16:15,3.0000
818,1.2974,DR001,1,09-27,16:15,1.3000
819,2.3850,DR007,1,09-27,16:15,2.9500
820,2.9711,DR014,1,09-27,16:15,2.9700
821,2.9384,DR021,1,09-27,16:15,2.9000
822,2.9001,DR1M,1,09-27,16:15,2.9500
823,2.8500,DR2M,1,09-27,16:15,2.8500
824,2.9703,DR3M,1,09-24,17:00,3.0000
825,2.9500,DR3M,1,09-27,16:15,2.9500
826,1.3215,DIBO001,0,09-27,16:30,1.3300
827,2.1102,DIBO007,0,09-27,16:30,1.4500
828,3.0221,DIBO014,0,09-27,16:30,2.9800
829,3.1609,DIBO021,0,09-27,16:30,3.1500
830,3.1708,DIBO1M,0,09-27,16:30,2.7500
831,3.1614,DIBO2M,0,09-27,16:30,2.8000
832,2.9557,DIBO4M,0,09-27,16:30,2.8160
833,2.8160,DIBO6M,0,09-27,16:30,2.8160
834,3.0000,DIBO9M,0,09-27,16:30,3.0000
835,3.5000,DR6M,1,09-24,17:00,3.5000
836,1.2975,DR001,1,09-27,16:30,1.3000
837,2.3840,DR007,1,09-27,16:30,1.3000
838,2.9712,DR014,1,09-27,16:30,3.1000
839,2.9384,DR021,1,09-27,16:30,2.9000
840,2.9001,DR1M,1,09-27,16:30,2.9500
841,2.8500,DR2M,1,09-27,16:30,2.8500
842,2.9500,DR3M,1,09-27,16:30,2.9500
843,1.3216,DIBO001,0,09-27,16:45,1.3300
844,2.1102,DIBO007,0,09-27,16:45,1.4500
845,3.0221,DIBO014,0,09-27,16:45,2.9800
846,2.3753,DIBO001,0,09-24,17:00,2.3600
847,3.1609,DIBO021,0,09-27,16:45,3.1500
848,3.1708,DIBO1M,0,09-27,16:45,2.7500
849,3.0706,DIBO2M,0,09-27,16:45,3.0000
850,2.9557,DIBO4M,0,09-27,16:45,2.8160
851,2.8160,DIBO6M,0,09-27,16:45,2.8160
852,3.0000,DIBO9M,0,09-27,16:45,3.0000
853,1.2972,DR001,1,09-27,16:45,1.3000
854,2.3840,DR007,1,09-27,16:45,1.3000
855,2.9711,DR014,1,09-27,16:45,2.9700
856,2.9384,DR021,1,09-27,16:45,2.9000
857,2.6220,DIBO007,0,09-24,17:00,3.2900
858,2.9001,DR1M,1,09-27,16:45,2.9500
859,2.8500,DR2M,1,09-27,16:45,2.8500
860,2.9500,DR3M,1,09-27,16:45,2.9500
861,1.3216,DIBO001,0,09-27,17:00,1.3300
862,2.1102,DIBO007,0,09-27,17:00,1.4500
863,3.0221,DIBO014,0,09-27,17:00,2.9800
864,3.1609,DIBO021,0,09-27,17:00,3.1500
865,3.1708,DIBO1M,0,09-27,17:00,2.7500
866,3.0706,DIBO2M,0,09-27,17:00,3.0000
867,2.9557,DIBO4M,0,09-27,17:00,2.8160
868,3.0367,DIBO014,0,09-24,17:00,3.3000
869,2.8160,DIBO6M,0,09-27,17:00,2.8160
870,3.0000,DIBO9M,0,09-27,17:00,3.0000
871,1.2972,DR001,1,09-27,17:00,1.3000
872,2.3840,DR007,1,09-27,17:00,1.3000
873,2.9711,DR014,1,09-27,17:00,2.9700
874,2.9384,DR021,1,09-27,17:00,2.9000
875,2.9001,DR1M,1,09-27,17:00,2.9500
876,2.8500,DR2M,1,09-27,17:00,2.8500
877,2.9500,DR3M,1,09-27,17:00,2.9500
878,1.3216,DIBO001,0,09-27,17:00,1.3300
879,3.2380,DIBO021,0,09-24,17:00,3.1300
880,2.1102,DIBO007,0,09-27,17:00,1.4500
881,3.0221,DIBO014,0,09-27,17:00,2.9800
882,3.1609,DIBO021,0,09-27,17:00,3.1500
883,3.1708,DIBO1M,0,09-27,17:00,2.7500
884,3.0706,DIBO2M,0,09-27,17:00,3.0000
885,2.9557,DIBO4M,0,09-27,17:00,2.8160
886,2.8160,DIBO6M,0,09-27,17:00,2.8160
887,3.0000,DIBO9M,0,09-27,17:00,3.0000
888,1.2972,DR001,1,09-27,17:00,1.3000
889,2.3840,DR007,1,09-27,17:00,1.3000
890,3.0367,DIBO014,0,09-24,17:00,3.3000
891,3.6136,DIBO1M,0,09-24,17:00,4.5500
892,2.9711,DR014,1,09-27,17:00,2.9700
893,2.9384,DR021,1,09-27,17:00,2.9000
894,2.9001,DR1M,1,09-27,17:00,2.9500
895,2.8500,DR2M,1,09-27,17:00,2.8500
896,2.9500,DR3M,1,09-27,17:00,2.9500
897,1.3216,DIBO001,0,09-27,17:00,1.3300
898,2.1102,DIBO007,0,09-27,17:00,1.4500
899,3.0221,DIBO014,0,09-27,17:00,2.9800
900,3.1609,DIBO021,0,09-27,17:00,3.1500
901,3.1708,DIBO1M,0,09-27,17:00,2.7500
902,3.5068,DIBO2M,0,09-24,17:00,3.3000
903,3.0706,DIBO2M,0,09-27,17:00,3.0000
904,2.9557,DIBO4M,0,09-27,17:00,2.8160
905,2.8160,DIBO6M,0,09-27,17:00,2.8160
906,3.0000,DIBO9M,0,09-27,17:00,3.0000
907,1.2972,DR001,1,09-27,17:00,1.3000
908,2.3840,DR007,1,09-27,17:00,1.3000
909,2.9711,DR014,1,09-27,17:00,2.9700
910,2.9384,DR021,1,09-27,17:00,2.9000
911,2.9001,DR1M,1,09-27,17:00,2.9500
912,2.8500,DR2M,1,09-27,17:00,2.8500
913,3.6776,DIBO3M,0,09-24,17:00,3.5500
914,2.9500,DR3M,1,09-27,17:00,2.9500
915,1.3216,DIBO001,0,09-27,17:00,1.3300
916,2.1102,DIBO007,0,09-27,17:00,1.4500
917,3.0221,DIBO014,0,09-27,17:00,2.9800
918,3.1609,DIBO021,0,09-27,17:00,3.1500
919,3.1708,DIBO1M,0,09-27,17:00,2.7500
920,3.0706,DIBO2M,0,09-27,17:00,3.0000
921,2.9557,DIBO4M,0,09-27,17:00,2.8160
922,2.8160,DIBO6M,0,09-27,17:00,2.8160
923,3.0480,DIBO1Y,0,09-24,17:00,3.0480
924,3.0000,DIBO9M,0,09-27,17:00,3.0000
925,1.2972,DR001,1,09-27,17:00,1.3000
926,2.3840,DR007,1,09-27,17:00,1.3000
927,2.9711,DR014,1,09-27,17:00,2.9700
928,2.9384,DR021,1,09-27,17:00,2.9000
929,2.9001,DR1M,1,09-27,17:00,2.9500
930,2.8500,DR2M,1,09-27,17:00,2.8500
931,2.9500,DR3M,1,09-27,17:00,2.9500
932,1.3216,DIBO001,0,09-27,17:00,1.3300
933,2.1102,DIBO007,0,09-27,17:00,1.4500
934,2.3484,DR001,1,09-24,17:00,2.3000
935,3.0221,DIBO014,0,09-27,17:00,2.9800
936,3.1609,DIBO021,0,09-27,17:00,3.1500
937,3.1708,DIBO1M,0,09-27,17:00,2.7500
938,3.0706,DIBO2M,0,09-27,17:00,3.0000
939,2.9557,DIBO4M,0,09-27,17:00,2.8160
940,2.8160,DIBO6M,0,09-27,17:00,2.8160
941,3.0000,DIBO9M,0,09-27,17:00,3.0000
942,1.2972,DR001,1,09-27,17:00,1.3000
943,2.3840,DR007,1,09-27,17:00,1.3000
944,2.6040,DR007,1,09-24,17:00,2.3000
945,2.9711,DR014,1,09-27,17:00,2.9700
946,2.9384,DR021,1,09-27,17:00,2.9000
947,2.9001,DR1M,1,09-27,17:00,2.9500
948,2.8500,DR2M,1,09-27,17:00,2.8500
949,2.9500,DR3M,1,09-27,17:00,2.9500
950,1.3216,DIBO001,0,09-27,17:00,1.3300
951,2.1102,DIBO007,0,09-27,17:00,1.4500
952,3.0221,DIBO014,0,09-27,17:00,2.9800
953,3.1609,DIBO021,0,09-27,17:00,3.1500
954,3.1708,DIBO1M,0,09-27,17:00,2.7500
955,3.0069,DR014,1,09-24,17:00,3.0100
956,3.0706,DIBO2M,0,09-27,17:00,3.0000
957,2.9557,DIBO4M,0,09-27,17:00,2.8160
958,2.8160,DIBO6M,0,09-27,17:00,2.8160
959,3.0000,DIBO9M,0,09-27,17:00,3.0000
960,1.2972,DR001,1,09-27,17:00,1.3000
961,2.3840,DR007,1,09-27,17:00,1.3000
962,2.9711,DR014,1,09-27,17:00,2.9700
963,2.9384,DR021,1,09-27,17:00,2.9000
964,2.9001,DR1M,1,09-27,17:00,2.9500
965,3.0077,DR021,1,09-24,17:00,2.9000
966,2.8500,DR2M,1,09-27,17:00,2.8500
967,2.9500,DR3M,1,09-27,17:00,2.9500
968,1.3216,DIBO001,0,09-27,17:00,1.3300
969,2.1102,DIBO007,0,09-27,17:00,1.4500
970,3.0221,DIBO014,0,09-27,17:00,2.9800
971,3.1609,DIBO021,0,09-27,17:00,3.1500
972,3.1708,DIBO1M,0,09-27,17:00,2.7500
973,3.0706,DIBO2M,0,09-27,17:00,3.0000
974,2.9557,DIBO4M,0,09-27,17:00,2.8160
975,2.9912,DR1M,1,09-24,17:00,2.8000
976,2.8160,DIBO6M,0,09-27,17:00,2.8160
977,3.0000,DIBO9M,0,09-27,17:00,3.0000
978,1.2972,DR001,1,09-27,17:00,1.3000
979,2.3840,DR007,1,09-27,17:00,1.3000
980,2.9711,DR014,1,09-27,17:00,2.9700
981,2.9384,DR021,1,09-27,17:00,2.9000
982,2.9001,DR1M,1,09-27,17:00,2.9500
983,2.8500,DR2M,1,09-27,17:00,2.8500
984,2.9500,DR3M,1,09-27,17:00,2.9500
985,1.3216,DIBO001,0,09-27,17:00,1.3300
986,3.1137,DR2M,1,09-24,17:00,3.1000
987,2.1102,DIBO007,0,09-27,17:00,1.4500
988,3.0221,DIBO014,0,09-27,17:00,2.9800
989,3.1609,DIBO021,0,09-27,17:00,3.1500
990,3.1708,DIBO1M,0,09-27,17:00,2.7500
991,3.0706,DIBO2M,0,09-27,17:00,3.0000
992,2.9557,DIBO4M,0,09-27,17:00,2.8160
993,2.8160,DIBO6M,0,09-27,17:00,2.8160
994,3.0000,DIBO9M,0,09-27,17:00,3.0000
995,1.2972,DR001,1,09-27,17:00,1.3000
996,3.2380,DIBO021,0,09-24,17:00,3.1300
997,2.9703,DR3M,1,09-24,17:00,3.0000
998,2.3840,DR007,1,09-27,17:00,1.3000
999,2.9711,DR014,1,09-27,17:00,2.9700
1000,2.9384,DR021,1,09-27,17:00,2.9000
1001,2.9001,DR1M,1,09-27,17:00,2.9500
1002,2.8500,DR2M,1,09-27,17:00,2.8500
1003,2.9500,DR3M,1,09-27,17:00,2.9500
1004,1.3216,DIBO001,0,09-27,17:00,1.3300
1005,2.1102,DIBO007,0,09-27,17:00,1.4500
1006,3.0221,DIBO014,0,09-27,17:00,2.9800
1007,3.1609,DIBO021,0,09-27,17:00,3.1500
1008,3.5000,DR6M,1,09-24,17:00,3.5000
