,加权利率,品种,品种2,日期,时间,最新利率
1009,3.1708,DIBO1M,0,09-27,17:00,2.7500
1010,3.0706,DIBO2M,0,09-27,17:00,3.0000
1011,2.9557,DIBO4M,0,09-27,17:00,2.8160
1012,2.8160,DIBO6M,0,09-27,17:00,2.8160
1013,3.0000,DIBO9M,0,09-27,17:00,3.0000
1014,1.2972,DR001,1,09-27,17:00,1.3000
1015,2.3840,DR007,1,09-27,17:00,1.3000
1016,2.9711,DR014,1,09-27,17:00,2.9700
1017,2.9384,DR021,1,09-27,17:00,2.9000
1018,2.3753,DIBO001,0,09-24,17:00,2.3600
1019,2.9001,DR1M,1,09-27,17:00,2.9500
1020,2.8500,DR2M,1,09-27,17:00,2.8500
1021,2.9500,DR3M,1,09-27,17:00,2.9500
1022,1.3216,DIBO001,0,09-27,17:00,1.3300
1023,2.1102,DIBO007,0,09-27,17:00,1.4500
1024,3.0221,DIBO014,0,09-27,17:00,2.9800
1025,3.1609,DIBO021,0,09-27,17:00,3.1500
1026,3.1708,DIBO1M,0,09-27,17:00,2.7500
1027,3.0706,DIBO2M,0,09-27,17:00,3.0000
1028,2.6220,DIBO007,0,09-24,17:00,3.2900
1029,2.9557,DIBO4M,0,09-27,17:00,2.8160
1030,2.8160,DIBO6M,0,09-27,17:00,2.8160
1031,3.0000,DIBO9M,0,09-27,17:00,3.0000
1032,1.2972,DR001,1,09-27,17:00,1.3000
1033,2.3840,DR007,1,09-27,17:00,1.3000
1034,2.9711,DR014,1,09-27,17:00,2.9700
1035,2.9384,DR021,1,09-27,17:00,2.9000
1036,2.9001,DR1M,1,09-27,17:00,2.9500
1037,2.8500,DR2M,1,09-27,17:00,2.8500
1038,2.9500,DR3M,1,09-27,17:00,2.9500
1039,3.0367,DIBO014,0,09-24,17:00,3.3000
1040,1.3216,DIBO001,0,09-27,17:00,1.3300
1041,2.1102,DIBO007,0,09-27,17:00,1.4500
1042,3.0221,DIBO014,0,09-27,17:00,2.9800
1043,3.1609,DIBO021,0,09-27,17:00,3.1500
1044,3.1708,DIBO1M,0,09-27,17:00,2.7500
1045,3.0706,DIBO2M,0,09-27,17:00,3.0000
1046,2.9557,DIBO4M,0,09-27,17:00,2.8160
1047,2.8160,DIBO6M,0,09-27,17:00,2.8160
1048,3.0000,DIBO9M,0,09-27,17:00,3.0000
1049,3.2380,DIBO021,0,09-24,17:00,3.1300
1050,1.2972,DR001,1,09-27,17:00,1.3000
1051,2.3840,DR007,1,09-27,17:00,1.3000
1052,2.9711,DR014,1,09-27,17:00,2.9700
1053,2.9384,DR021,1,09-27,17:00,2.9000
1054,2.9001,DR1M,1,09-27,17:00,2.9500
1055,2.8500,DR2M,1,09-27,17:00,2.8500
1056,2.9500,DR3M,1,09-27,17:00,2.9500
1057,1.3216,DIBO001,0,09-27,17:00,1.3300
1058,2.1102,DIBO007,0,09-27,17:00,1.4500
1059,3.0221,DIBO014,0,09-27,17:00,2.9800
1060,3.6136,DIBO1M,0,09-24,17:00,4.5500
1061,3.1609,DIBO021,0,09-27,17:00,3.1500
1062,3.1708,DIBO1M,0,09-27,17:00,2.7500
1063,3.0706,DIBO2M,0,09-27,17:00,3.0000
1064,2.9557,DIBO4M,0,09-27,17:00,2.8160
1065,2.8160,DIBO6M,0,09-27,17:00,2.8160
1066,3.0000,DIBO9M,0,09-27,17:00,3.0000
1067,1.2972,DR001,1,09-27,17:00,1.3000
1068,2.3840,DR007,1,09-27,17:00,1.3000
1069,2.9711,DR014,1,09-27,17:00,2.9700
1070,3.5068,DIBO2M,0,09-24,17:00,3.3000
1071,2.9384,DR021,1,09-27,17:00,2.9000
1072,2.9001,DR1M,1,09-27,17:00,2.9500
1073,2.8500,DR2M,1,09-27,17:00,2.8500
1074,2.9500,DR3M,1,09-27,17:00,2.9500
1075,1.3216,DIBO001,0,09-27,17:00,1.3300
1076,2.1102,DIBO007,0,09-27,17:00,1.4500
1077,3.0221,DIBO014,0,09-27,17:00,2.9800
1078,3.1609,DIBO021,0,09-27,17:00,3.1500
1079,3.1708,DIBO1M,0,09-27,17:00,2.7500
1080,3.0706,DIBO2M,0,09-27,17:00,3.0000
1081,3.6776,DIBO3M,0,09-24,17:00,3.5500
1082,2.9557,DIBO4M,0,09-27,17:00,2.8160
1083,2.8160,DIBO6M,0,09-27,17:00,2.8160
1084,3.0000,DIBO9M,0,09-27,17:00,3.0000
1085,1.2972,DR001,1,09-27,17:00,1.3000
1086,2.3840,DR007,1,09-27,17:00,1.3000
1087,2.9711,DR014,1,09-27,17:00,2.9700
1088,2.9384,DR021,1,09-27,17:00,2.9000
1089,2.9001,DR1M,1,09-27,17:00,2.9500
1090,2.8500,DR2M,1,09-27,17:00,2.8500
1091,3.0480,DIBO1Y,0,09-24,17:00,3.0480
1092,2.9500,DR3M,1,09-27,17:00,2.9500
1093,1.3216,DIBO001,0,09-27,17:00,1.3300
1094,2.1102,DIBO007,0,09-27,17:00,1.4500
1095,3.0221,DIBO014,0,09-27,17:00,2.9800
1096,3.1609,DIBO021,0,09-27,17:00,3.1500
1097,3.1708,DIBO1M,0,09-27,17:00,2.7500
1098,3.0706,DIBO2M,0,09-27,17:00,3.0000
1099,2.9557,DIBO4M,0,09-27,17:00,2.8160
1100,2.8160,DIBO6M,0,09-27,17:00,2.8160
1101,3.0367,DIBO014,0,09-24,17:00,3.3000
1102,3.6136,DIBO1M,0,09-24,17:00,4.5500
1103,2.3484,DR001,1,09-24,17:00,2.3000
1104,3.0000,DIBO9M,0,09-27,17:00,3.0000
1105,1.2972,DR001,1,09-27,17:00,1.3000
1106,2.3840,DR007,1,09-27,17:00,1.3000
1107,2.9711,DR014,1,09-27,17:00,2.9700
1108,2.9384,DR021,1,09-27,17:00,2.9000
1109,2.9001,DR1M,1,09-27,17:00,2.9500
1110,2.8500,DR2M,1,09-27,17:00,2.8500
1111,2.9500,DR3M,1,09-27,17:00,2.9500
1112,1.3216,DIBO001,0,09-27,17:00,1.3300
1113,2.1102,DIBO007,0,09-27,17:00,1.4500
1114,2.6040,DR007,1,09-24,17:00,2.3000
1115,3.0221,DIBO014,0,09-27,17:00,2.9800
1116,3.1609,DIBO021,0,09-27,17:00,3.1500
1117,3.1708,DIBO1M,0,09-27,17:00,2.7500
1118,3.0706,DIBO2M,0,09-27,17:00,3.0000
1119,2.9557,DIBO4M,0,09-27,17:00,2.8160
1120,2.8160,DIBO6M,0,09-27,17:00,2.8160
1121,3.0000,DIBO9M,0,09-27,17:00,3.0000
1122,1.2972,DR001,1,09-27,17:00,1.3000
1123,2.3840,DR007,1,09-27,17:00,1.3000
1124,3.0069,DR014,1,09-24,17:00,3.0100
1125,2.9711,DR014,1,09-27,17:00,2.9700
1126,2.9384,DR021,1,09-27,17:00,2.9000
1127,2.9001,DR1M,1,09-27,17:00,2.9500
1128,2.8500,DR2M,1,09-27,17:00,2.8500
1129,2.9500,DR3M,1,09-27,17:00,2.9500
1130,1.3216,DIBO001,0,09-27,17:00,1.3300
1131,2.1102,DIBO007,0,09-27,17:00,1.4500
1132,3.0221,DIBO014,0,09-27,17:00,2.9800
1133,3.1609,DIBO021,0,09-27,17:00,3.1500
1134,3.1708,DIBO1M,0,09-27,17:00,2.7500
1135,3.0077,DR021,1,09-24,17:00,2.9000
1136,3.0706,DIBO2M,0,09-27,17:00,3.0000
1137,2.9557,DIBO4M,0,09-27,17:00,2.8160
1138,2.8160,DIBO6M,0,09-27,17:00,2.8160
1139,3.0000,DIBO9M,0,09-27,17:00,3.0000
1140,1.2972,DR001,1,09-27,17:00,1.3000
1141,2.3840,DR007,1,09-27,17:00,1.3000
1142,2.9711,DR014,1,09-27,17:00,2.9700
1143,2.9384,DR021,1,09-27,17:00,2.9000
1144,2.9001,DR1M,1,09-27,17:00,2.9500
1145,2.9912,DR1M,1,09-24,17:00,2.8000
1146,2.8500,DR2M,1,09-27,17:00,2.8500
1147,2.9500,DR3M,1,09-27,17:00,2.9500
1148,1.3216,DIBO001,0,09-27,17:00,1.3300
1149,2.1102,DIBO007,0,09-27,17:00,1.4500
1150,3.0221,DIBO014,0,09-27,17:00,2.9800
1151,3.1609,DIBO021,0,09-27,17:00,3.1500
1152,3.1708,DIBO1M,0,09-27,17:00,2.7500
1153,3.0706,DIBO2M,0,09-27,17:00,3.0000
1154,2.9557,DIBO4M,0,09-27,17:00,2.8160
1155,3.1137,DR2M,1,09-24,17:00,3.1000
1156,2.8160,DIBO6M,0,09-27,17:00,2.8160
1157,3.0000,DIBO9M,0,09-27,17:00,3.0000
1158,1.2972,DR001,1,09-27,17:00,1.3000
1159,2.3840,DR007,1,09-27,17:00,1.3000
1160,2.9711,DR014,1,09-27,17:00,2.9700
1161,2.9384,DR021,1,09-27,17:00,2.9000
1162,2.9001,DR1M,1,09-27,17:00,2.9500
1163,2.8500,DR2M,1,09-27,17:00,2.8500
1164,2.9500,DR3M,1,09-27,17:00,2.9500
1165,1.3216,DIBO001,0,09-27,17:00,1.3300
1166,2.9703,DR3M,1,09-24,17:00,3.0000
1167,2.1102,DIBO007,0,09-27,17:00,1.4500
1168,3.0221,DIBO014,0,09-27,17:00,2.9800
1169,3.1609,DIBO021,0,09-27,17:00,3.1500
1170,3.1708,DIBO1M,0,09-27,17:00,2.7500
1171,3.0706,DIBO2M,0,09-27,17:00,3.0000
1172,2.9557,DIBO4M,0,09-27,17:00,2.8160
1173,2.8160,DIBO6M,0,09-27,17:00,2.8160
1174,3.0000,DIBO9M,0,09-27,17:00,3.0000
1175,2.5500,DR001,1,09-27,17:00,2.5500
1176,3.5000,DR6M,1,09-24,17:00,3.5000
1177,2.6500,DR007,1,09-27,17:00,2.6500
1178,1.3216,DIBO001,0,09-27,17:00,1.3300
1179,2.1102,DIBO007,0,09-27,17:00,1.4500
1180,3.0221,DIBO014,0,09-27,17:00,2.9800
1181,3.1609,DIBO021,0,09-27,17:00,3.1500
1182,3.1708,DIBO1M,0,09-27,17:00,2.7500
1183,3.0706,DIBO2M,0,09-27,17:00,3.0000
1184,2.9557,DIBO4M,0,09-27,17:00,2.8160
1185,2.8160,DIBO6M,0,09-27,17:00,2.8160
1186,2.3753,DIBO001,0,09-24,17:00,2.3600
1187,3.0000,DIBO9M,0,09-27,17:00,3.0000
1188,1.8052,DR001,1,09-27,17:00,1.2800
1189,2.6500,DR007,1,09-27,17:00,2.6500
1190,2.9748,DR014,1,09-27,17:00,2.9800
1191,1.3216,DIBO001,0,09-27,17:00,1.3300
1192,2.1102,DIBO007,0,09-27,17:00,1.4500
1193,3.0221,DIBO014,0,09-27,17:00,2.9800
1194,3.1609,DIBO021,0,09-27,17:00,3.1500
1195,3.1708,DIBO1M,0,09-27,17:00,2.7500
1196,3.0706,DIBO2M,0,09-27,17:00,3.0000
1197,2.6220,DIBO007,0,09-24,17:00,3.2900
1198,2.9557,DIBO4M,0,09-27,17:00,2.8160
1199,2.8160,DIBO6M,0,09-27,17:00,2.8160
1200,3.0000,DIBO9M,0,09-27,17:00,3.0000
1201,1.3697,DR001,1,09-27,17:00,1.2000
1202,2.6551,DR007,1,09-27,17:00,2.9000
1203,2.9800,DR014,1,09-27,17:00,2.9800
1204,2.9500,DIBO1M,0,09-29,9:45,2.9500
1205,1.2730,DR001,1,09-29,9:45,1.2800
1206,2.6695,DR007,1,09-29,9:45,2.6700
1207,3.5068,DIBO2M,0,09-24,17:00,3.3000
1208,3.0367,DIBO014,0,09-24,17:00,3.3000
1209,3.0183,DR014,1,09-29,9:45,3.0200
1210,1.2700,DIBO001,0,09-29,10:00,1.2700
1211,2.8000,DIBO007,0,09-29,10:00,2.8000
1212,3.0000,DIBO014,0,09-29,10:00,3.0000
1213,2.9571,DIBO1M,0,09-29,10:00,3.0000
1214,2.9500,DIBO2M,0,09-29,10:00,2.9500
1215,1.2544,DR001,1,09-29,10:00,1.2700
1216,2.6697,DR007,1,09-29,10:00,2.6700
1217,3.0123,DR014,1,09-29,10:00,3.0200
1218,1.2669,DIBO001,0,09-29,10:15,1.2600
1219,3.2380,DIBO021,0,09-24,17:00,3.1300
1220,2.8000,DIBO007,0,09-29,10:15,2.8000
1221,3.0300,DIBO014,0,09-29,10:15,3.0500
1222,2.9500,DIBO021,0,09-29,10:15,2.9500
1223,2.9542,DIBO1M,0,09-29,10:15,2.9500
1224,2.9500,DIBO2M,0,09-29,10:15,2.9500
1225,1.2375,DR001,1,09-29,10:15,1.2500
1226,2.6907,DR007,1,09-29,10:15,3.1100
1227,3.0014,DR014,1,09-29,10:15,2.9700
1228,3.0000,DR2M,1,09-29,10:15,3.0000
1229,1.2505,DIBO001,0,09-29,10:30,1.2500
1230,3.6136,DIBO1M,0,09-24,17:00,4.5500
1231,2.7800,DIBO007,0,09-29,10:30,2.7000
1232,2.9971,DIBO014,0,09-29,10:30,3.0000
1233,2.9500,DIBO021,0,09-29,10:30,2.9500
1234,2.9542,DIBO1M,0,09-29,10:30,2.9500
1235,2.9500,DIBO2M,0,09-29,10:30,2.9500
1236,1.2368,DR001,1,09-29,10:30,1.2300
1237,2.7065,DR007,1,09-29,10:30,2.7500
1238,2.9997,DR014,1,09-29,10:30,3.0000
1239,2.9500,DR021,1,09-29,10:30,2.9500
1240,3.0000,DR2M,1,09-29,10:30,3.0000
1241,3.5068,DIBO2M,0,09-24,17:00,3.3000
1242,1.2528,DIBO001,0,09-29,10:45,1.2500
1243,2.8460,DIBO007,0,09-29,10:45,3.1000
1244,3.0108,DIBO014,0,09-29,10:45,3.5000
1245,2.9500,DIBO021,0,09-29,10:45,2.9500
1246,2.9542,DIBO1M,0,09-29,10:45,2.9500
1247,2.9500,DIBO2M,0,09-29,10:45,2.9500
1248,1.2391,DR001,1,09-29,10:45,1.2500
1249,2.7189,DR007,1,09-29,10:45,2.9800
1250,2.9885,DR014,1,09-29,10:45,3.0000
1251,2.9500,DR021,1,09-29,10:45,2.9500
1252,3.6776,DIBO3M,0,09-24,17:00,3.5500
1253,3.0000,DR1M,1,09-29,10:45,3.0000
1254,3.0000,DR2M,1,09-29,10:45,3.0000
1255,1.2518,DIBO001,0,09-29,11:00,1.2500
1256,2.8035,DIBO007,0,09-29,11:00,2.7500
1257,3.0048,DIBO014,0,09-29,11:00,2.7000
1258,2.9500,DIBO021,0,09-29,11:00,2.9500
1259,2.9382,DIBO1M,0,09-29,11:00,2.9000
1260,2.9500,DIBO2M,0,09-29,11:00,2.9500
1261,1.2362,DR001,1,09-29,11:00,1.2400
1262,2.7281,DR007,1,09-29,11:00,2.8000
1263,3.0480,DIBO1Y,0,09-24,17:00,3.0480
1264,2.9888,DR014,1,09-29,11:00,2.9900
1265,3.0372,DR021,1,09-29,11:00,3.0000
1266,3.0000,DR1M,1,09-29,11:00,3.0000
1267,2.9498,DR2M,1,09-29,11:00,2.8500
1268,1.2532,DIBO001,0,09-29,11:15,1.2490
1269,2.7596,DIBO007,0,09-29,11:15,2.6920
1270,3.0425,DIBO014,0,09-29,11:15,3.0800
1271,2.9500,DIBO021,0,09-29,11:15,2.9500
1272,2.9242,DIBO1M,0,09-29,11:15,2.9000
1273,2.9500,DIBO2M,0,09-29,11:15,2.9500
1274,2.3484,DR001,1,09-24,17:00,2.3000
1275,1.2357,DR001,1,09-29,11:15,1.1600
1276,2.7318,DR007,1,09-29,11:15,2.8000
1277,2.9951,DR014,1,09-29,11:15,3.0400
1278,3.0385,DR021,1,09-29,11:15,3.0500
1279,3.0000,DR1M,1,09-29,11:15,3.0000
1280,2.9498,DR2M,1,09-29,11:15,2.8500
1281,1.2517,DIBO001,0,09-29,11:30,1.2490
1282,2.7514,DIBO007,0,09-29,11:30,2.6500
1283,3.0564,DIBO014,0,09-29,11:30,3.2000
1284,2.9500,DIBO021,0,09-29,11:30,2.9500
1285,2.6040,DR007,1,09-24,17:00,2.3000
1286,2.9242,DIBO1M,0,09-29,11:30,2.9000
1287,2.9500,DIBO2M,0,09-29,11:30,2.9500
1288,1.2349,DR001,1,09-29,11:30,1.2400
1289,2.7349,DR007,1,09-29,11:30,2.9000
1290,2.9993,DR014,1,09-29,11:30,3.0600
1291,3.0288,DR021,1,09-29,11:30,3.0500
1292,3.0000,DR1M,1,09-29,11:30,3.0000
1293,2.9098,DR2M,1,09-29,11:30,2.8500
1294,1.2512,DIBO001,0,09-29,11:45,1.2500
1295,2.7404,DIBO007,0,09-29,11:45,2.7000
1296,3.0069,DR014,1,09-24,17:00,3.0100
1297,3.0548,DIBO014,0,09-29,11:45,3.0500
1298,2.9718,DIBO021,0,09-29,11:45,2.9870
1299,2.9242,DIBO1M,0,09-29,11:45,2.9000
1300,2.9500,DIBO2M,0,09-29,11:45,2.9500
1301,1.2348,DR001,1,09-29,11:45,1.2500
1302,2.7422,DR007,1,09-29,11:45,2.9000
1303,2.9970,DR014,1,09-29,11:45,2.9000
1304,3.0225,DR021,1,09-29,11:45,3.0000
1305,3.0000,DR1M,1,09-29,11:45,3.0000
1306,2.9356,DR2M,1,09-29,11:45,3.0000
1307,3.0077,DR021,1,09-24,17:00,2.9000
1308,1.2512,DIBO001,0,09-29,12:00,1.2500
1309,2.7404,DIBO007,0,09-29,12:00,2.7000
1310,3.0333,DIBO014,0,09-29,12:00,2.9000
1311,2.9718,DIBO021,0,09-29,12:00,2.9870
1312,2.9242,DIBO1M,0,09-29,12:00,2.9000
1313,2.9500,DIBO2M,0,09-29,12:00,2.9500
1314,1.2350,DR001,1,09-29,12:00,1.2400
1315,2.7440,DR007,1,09-29,12:00,2.8000
1316,2.9965,DR014,1,09-29,12:00,3.0000
1317,3.0225,DR021,1,09-29,12:00,3.0000
1318,3.6776,DIBO3M,0,09-24,17:00,3.5500
1319,2.9912,DR1M,1,09-24,17:00,2.8000
1320,3.0000,DR1M,1,09-29,12:00,3.0000
1321,2.9356,DR2M,1,09-29,12:00,3.0000
1322,1.2512,DIBO001,0,09-29,12:00,1.2500
1323,2.7404,DIBO007,0,09-29,12:00,2.7000
1324,3.0333,DIBO014,0,09-29,12:00,2.9000
1325,2.9718,DIBO021,0,09-29,12:00,2.9870
1326,2.9242,DIBO1M,0,09-29,12:00,2.9000
1327,2.9500,DIBO2M,0,09-29,12:00,2.9500
1328,1.2350,DR001,1,09-29,12:00,1.2400
1329,2.7440,DR007,1,09-29,12:00,2.8000
1330,3.1137,DR2M,1,09-24,17:00,3.1000
1331,2.9965,DR014,1,09-29,12:00,3.0000
1332,3.0225,DR021,1,09-29,12:00,3.0000
1333,3.0000,DR1M,1,09-29,12:00,3.0000
1334,2.9356,DR2M,1,09-29,12:00,3.0000
1335,1.2512,DIBO001,0,09-29,12:00,1.2500
1336,2.7404,DIBO007,0,09-29,12:00,2.7000
1337,3.0333,DIBO014,0,09-29,12:00,2.9000
1338,2.9718,DIBO021,0,09-29,12:00,2.9870
1339,2.9242,DIBO1M,0,09-29,12:00,2.9000
1340,2.9500,DIBO2M,0,09-29,12:00,2.9500
1341,2.9703,DR3M,1,09-24,17:00,3.0000
1342,1.2350,DR001,1,09-29,12:00,1.2400
1343,2.7440,DR007,1,09-29,12:00,2.8000
1344,2.9965,DR014,1,09-29,12:00,3.0000
1345,3.0225,DR021,1,09-29,12:00,3.0000
1346,3.0000,DR1M,1,09-29,12:00,3.0000
1347,2.9356,DR2M,1,09-29,12:00,3.0000
1348,1.2512,DIBO001,0,09-29,12:00,1.2500
1349,2.7404,DIBO007,0,09-29,12:00,2.7000
1350,3.0333,DIBO014,0,09-29,12:00,2.9000
1351,2.9718,DIBO021,0,09-29,12:00,2.9870
1352,3.5000,DR6M,1,09-24,17:00,3.5000
1353,2.9242,DIBO1M,0,09-29,12:00,2.9000
1354,2.9500,DIBO2M,0,09-29,12:00,2.9500
1355,1.2350,DR001,1,09-29,12:00,1.2400
1356,2.7440,DR007,1,09-29,12:00,2.8000
1357,2.9965,DR014,1,09-29,12:00,3.0000
1358,3.0225,DR021,1,09-29,12:00,3.0000
1359,3.0000,DR1M,1,09-29,12:00,3.0000
1360,2.9356,DR2M,1,09-29,12:00,3.0000
1361,1.2512,DIBO001,0,09-29,12:00,1.2500
1362,2.7404,DIBO007,0,09-29,12:00,2.7000
1363,2.0539,DIBO001,0,09-25,17:00,2.0000
1364,3.0333,DIBO014,0,09-29,12:00,2.9000
1365,2.9718,DIBO021,0,09-29,12:00,2.9870
1366,2.9242,DIBO1M,0,09-29,12:00,2.9000
1367,2.9500,DIBO2M,0,09-29,12:00,2.9500
1368,1.2350,DR001,1,09-29,12:00,1.2400
1369,2.7440,DR007,1,09-29,12:00,2.8000
1370,2.9965,DR014,1,09-29,12:00,3.0000
1371,3.0225,DR021,1,09-29,12:00,3.0000
1372,3.0000,DR1M,1,09-29,12:00,3.0000
1373,2.9356,DR2M,1,09-29,12:00,3.0000
1374,2.7153,DIBO007,0,09-25,17:00,2.6500
1375,1.2512,DIBO001,0,09-29,12:00,1.2500
1376,2.7404,DIBO007,0,09-29,12:00,2.7000
1377,3.0333,DIBO014,0,09-29,12:00,2.9000
1378,2.9718,DIBO021,0,09-29,12:00,2.9870
1379,2.9242,DIBO1M,0,09-29,12:00,2.9000
1380,2.9500,DIBO2M,0,09-29,12:00,2.9500
1381,1.2350,DR001,1,09-29,12:00,1.2400
1382,2.7440,DR007,1,09-29,12:00,2.8000
1383,2.9965,DR014,1,09-29,12:00,3.0000
1384,3.0225,DR021,1,09-29,12:00,3.0000
1385,3.0374,DIBO014,0,09-25,17:00,2.9000
1386,3.0000,DR1M,1,09-29,12:00,3.0000
1387,2.9356,DR2M,1,09-29,12:00,3.0000
1388,1.2511,DIBO001,0,09-29,13:45,1.2500
1389,2.7404,DIBO007,0,09-29,13:45,2.7000
1390,3.0333,DIBO014,0,09-29,13:45,2.9000
1391,2.9718,DIBO021,0,09-29,13:45,2.9870
1392,2.9242,DIBO1M,0,09-29,13:45,2.9000
1393,2.9500,DIBO2M,0,09-29,13:45,2.9500
1394,3.6500,DIBO3M,0,09-29,13:45,3.7000
1395,1.2344,DR001,1,09-29,13:45,1.2300
1396,3.1267,DIBO021,0,09-25,17:00,3.0000
1397,2.7474,DR007,1,09-29,13:45,2.9800
1398,2.9975,DR014,1,09-29,13:45,2.9000
1399,3.0270,DR021,1,09-29,13:45,3.0500
1400,3.0000,DR1M,1,09-29,13:45,3.0000
1401,2.9356,DR2M,1,09-29,13:45,3.0000
1402,1.2515,DIBO001,0,09-29,14:00,1.3000
1403,2.7404,DIBO007,0,09-29,14:00,2.7000
1404,3.0352,DIBO014,0,09-29,14:00,3.0000
1405,2.9718,DIBO021,0,09-29,14:00,2.9870
1406,2.9242,DIBO1M,0,09-29,14:00,2.9000
1407,2.9780,DIBO1M,0,09-25,17:00,2.9500
1408,2.9500,DIBO2M,0,09-29,14:00,2.9500
1409,3.6500,DIBO3M,0,09-29,14:00,3.7000
1410,1.2344,DR001,1,09-29,14:00,1.2400
1411,2.7467,DR007,1,09-29,14:00,2.9000
1412,2.9981,DR014,1,09-29,14:00,3.0000
1413,3.0270,DR021,1,09-29,14:00,3.0500
1414,3.0000,DR1M,1,09-29,14:00,3.0000
1415,2.9356,DR2M,1,09-29,14:00,3.0000
1416,1.2575,DIBO001,0,09-29,14:15,1.2500
1417,2.7404,DIBO007,0,09-29,14:15,2.7000
1418,3.1568,DIBO2M,0,09-25,17:00,2.9000
1419,3.0334,DIBO014,0,09-29,14:15,3.0100
1420,2.9718,DIBO021,0,09-29,14:15,2.9870
1421,2.9242,DIBO1M,0,09-29,14:15,2.9000
1422,2.9500,DIBO2M,0,09-29,14:15,2.9500
1423,3.6500,DIBO3M,0,09-29,14:15,3.7000
1424,1.2338,DR001,1,09-29,14:15,1.2300
1425,2.7441,DR007,1,09-29,14:15,2.8500
1426,3.0001,DR014,1,09-29,14:15,3.0000
1427,3.0270,DR021,1,09-29,14:15,3.0500
1428,3.0000,DR1M,1,09-29,14:15,3.0000
1429,3.0480,DIBO1Y,0,09-24,17:00,3.0480
1430,2.9356,DR2M,1,09-29,14:15,3.0000
1431,1.2572,DIBO001,0,09-29,14:30,1.2500
1432,2.7401,DIBO007,0,09-29,14:30,2.7400
1433,3.0256,DIBO014,0,09-29,14:30,2.6000
1434,2.9718,DIBO021,0,09-29,14:30,2.9870
1435,2.9242,DIBO1M,0,09-29,14:30,2.9000
1436,2.9500,DIBO2M,0,09-29,14:30,2.9500
1437,3.6500,DIBO3M,0,09-29,14:30,3.7000
1438,1.2328,DR001,1,09-29,14:30,1.2500
1439,2.7430,DR007,1,09-29,14:30,2.7100
1440,3.0150,DIBO6M,0,09-25,17:00,3.0150
1441,2.9995,DR014,1,09-29,14:30,2.9900
1442,3.0270,DR021,1,09-29,14:30,3.0500
1443,3.0000,DR1M,1,09-29,14:30,3.0000
1444,2.9356,DR2M,1,09-29,14:30,3.0000
1445,1.2571,DIBO001,0,09-29,14:45,1.2400
1446,2.7402,DIBO007,0,09-29,14:45,2.8000
1447,3.0253,DIBO014,0,09-29,14:45,3.0000
1448,2.9330,DIBO021,0,09-29,14:45,2.9000
1449,2.9242,DIBO1M,0,09-29,14:45,2.9000
1450,2.9500,DIBO2M,0,09-29,14:45,2.9500
1451,4.2000,DIBO9M,0,09-25,17:00,4.2000
1452,3.6500,DIBO3M,0,09-29,14:45,3.7000
1453,1.2328,DR001,1,09-29,14:45,1.2300
1454,2.7437,DR007,1,09-29,14:45,2.8500
1455,2.9999,DR014,1,09-29,14:45,3.0000
1456,3.0270,DR021,1,09-29,14:45,3.0500
1457,3.0000,DR1M,1,09-29,14:45,3.0000
1458,2.9356,DR2M,1,09-29,14:45,3.0000
1459,1.2571,DIBO001,0,09-29,15:00,1.2400
1460,2.7402,DIBO007,0,09-29,15:00,2.7400
1461,3.0286,DIBO014,0,09-29,15:00,3.3000
1462,4.2000,DIBO1Y,0,09-25,17:00,4.2000
1463,2.9330,DIBO021,0,09-29,15:00,2.9000
1464,2.9242,DIBO1M,0,09-29,15:00,2.9000
1465,2.9500,DIBO2M,0,09-29,15:00,2.9500
1466,3.6500,DIBO3M,0,09-29,15:00,3.7000
1467,1.2329,DR001,1,09-29,15:00,1.2500
1468,2.7439,DR007,1,09-29,15:00,2.8000
1469,2.9999,DR014,1,09-29,15:00,2.9000
1470,3.0214,DR021,1,09-29,15:00,2.9000
1471,3.0000,DR1M,1,09-29,15:00,3.0000
1472,2.9356,DR2M,1,09-29,15:00,3.0000
1473,2.0153,DR001,1,09-25,17:00,2.0500
1474,1.2568,DIBO001,0,09-29,15:15,1.1990
1475,2.7428,DIBO007,0,09-29,15:15,3.3000
1476,3.0286,DIBO014,0,09-29,15:15,3.3000
1477,2.9330,DIBO021,0,09-29,15:15,2.9000
1478,2.9242,DIBO1M,0,09-29,15:15,2.9000
1479,2.9500,DIBO2M,0,09-29,15:15,2.9500
1480,3.6500,DIBO3M,0,09-29,15:15,3.7000
1481,3.9500,DIBO9M,0,09-29,15:15,3.9500
1482,1.2325,DR001,1,09-29,15:15,1.1000
1483,2.7444,DR007,1,09-29,15:15,2.7400
1484,2.4176,DR007,1,09-25,17:00,2.4100
1485,2.9980,DR014,1,09-29,15:15,3.0000
1486,3.0214,DR021,1,09-29,15:15,2.9000
1487,3.0000,DR1M,1,09-29,15:15,3.0000
1488,2.9356,DR2M,1,09-29,15:15,3.0000
1489,1.2565,DIBO001,0,09-29,15:30,1.2500
1490,2.7428,DIBO007,0,09-29,15:30,3.3000
1491,3.0295,DIBO014,0,09-29,15:30,3.3000
1492,2.9330,DIBO021,0,09-29,15:30,2.9000
1493,2.9242,DIBO1M,0,09-29,15:30,2.9000
1494,2.9500,DIBO2M,0,09-29,15:30,2.9500
1495,2.9595,DR014,1,09-25,17:00,2.8500
1496,3.6500,DIBO3M,0,09-29,15:30,3.7000
1497,3.9500,DIBO9M,0,09-29,15:30,3.9500
